Split Name,Index,Source File
train,167,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_19
train,168,Grp13_conv_random/mdl_conv_random_mdl_47
train,169,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_103
train,170,Grp13_conv_random/mdl_conv_random_mdl_144
train,171,Grp11_tower_mdl/mdl_tower_mdl_367
train,172,Grp8_tower_mdl/mdl_tower_mdl_228
train,173,Grp7_tower_mdl/mdl_tower_mdl_34
train,174,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_167
train,175,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_126
train,176,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_195
train,177,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_303
train,178,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_263
train,179,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_31
train,180,Grp8_tower_mdl/mdl_tower_mdl_40
train,181,Grp13_conv_random/mdl_conv_random_mdl_134
train,182,Grp9_conv_tower_mdl/mdl_conv_tower_mdl_133
train,183,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_68
train,184,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_334
train,185,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_268
train,186,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_3
train,187,Grp3_ramdon_mdl/mdl_random_mdl_12
train,188,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_153
train,189,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_212
train,190,Grp11_tower_mdl/mdl_tower_mdl_352
train,191,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_102
train,192,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_145
train,193,Grp8_tower_mdl/mdl_tower_mdl_107
train,194,Grp11_tower_mdl/mdl_tower_mdl_386
train,195,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_8
train,196,Grp3_ramdon_mdl/mdl_random_mdl_52
train,197,Grp11_tower_mdl/mdl_tower_mdl_166
train,198,Grp13_conv_random/mdl_conv_random_mdl_74
train,199,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_302
train,200,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_166
train,201,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_283
train,202,Grp9_conv_tower_mdl/mdl_conv_tower_mdl_21
train,203,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_227
train,204,Grp11_tower_mdl/mdl_tower_mdl_479
train,205,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_61
train,206,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_220
train,207,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_14
train,208,Grp12_ramdon_mdl/mdl_random_mdl_79
train,209,Grp9_conv_tower_mdl/mdl_conv_tower_mdl_40
train,210,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_138
train,211,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_102
train,212,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_25
train,213,Grp4_tower_mdl/mdl_tower_mdl_35
train,214,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_229
train,215,Grp13_conv_random/mdl_conv_random_mdl_26
train,216,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_57
train,217,Grp4_tower_mdl/mdl_tower_mdl_32
train,218,Grp13_conv_random/mdl_conv_random_mdl_159
train,219,Grp11_tower_mdl/mdl_tower_mdl_55
train,220,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_151
train,221,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_98
train,222,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_191
train,223,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_280
train,224,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_343
train,225,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_375
train,226,Grp11_tower_mdl/mdl_tower_mdl_115
train,227,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_127
train,228,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_219
train,229,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_47
train,230,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_217
train,231,Grp4_tower_mdl/mdl_tower_mdl_9
train,232,Grp13_conv_random/mdl_conv_random_mdl_77
train,233,Grp3_ramdon_mdl/mdl_random_mdl_21
train,234,Grp8_tower_mdl/mdl_tower_mdl_31
train,235,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_85
train,236,Grp11_tower_mdl/mdl_tower_mdl_385
train,237,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_147
train,238,Grp11_tower_mdl/mdl_tower_mdl_56
train,239,Grp13_conv_random/mdl_conv_random_mdl_88
train,240,Grp11_tower_mdl/mdl_tower_mdl_331
train,241,Grp11_tower_mdl/mdl_tower_mdl_155
train,242,Grp8_tower_mdl/mdl_tower_mdl_4
train,243,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_377
train,244,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_17
train,245,Grp8_tower_mdl/mdl_tower_mdl_41
train,246,Grp11_tower_mdl/mdl_tower_mdl_429
train,247,Grp4_tower_mdl/mdl_tower_mdl_13
train,248,Grp11_tower_mdl/mdl_tower_mdl_392
train,249,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_206
train,250,Grp7_tower_mdl/mdl_tower_mdl_27
train,251,Grp8_tower_mdl/mdl_tower_mdl_124
train,252,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_224
train,253,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_341
train,254,Grp11_tower_mdl/mdl_tower_mdl_186
train,255,Grp11_tower_mdl/mdl_tower_mdl_280
train,256,Grp11_tower_mdl/mdl_tower_mdl_424
train,257,Grp9_conv_tower_mdl/mdl_conv_tower_mdl_65
train,258,Grp3_ramdon_mdl/mdl_random_mdl_94
train,259,Grp9_conv_tower_mdl/mdl_conv_tower_mdl_140
train,260,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_156
train,261,Grp12_ramdon_mdl/mdl_random_mdl_81
train,262,Grp13_conv_random/mdl_conv_random_mdl_52
train,263,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_35
train,264,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_281
train,265,Grp11_tower_mdl/mdl_tower_mdl_266
train,266,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_345
train,267,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_228
train,268,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_267
train,269,Grp12_ramdon_mdl/mdl_random_mdl_20
train,270,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_360
train,271,Grp11_tower_mdl/mdl_tower_mdl_21
train,272,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_207
train,273,Grp11_tower_mdl/mdl_tower_mdl_151
train,274,Grp13_conv_random/mdl_conv_random_mdl_131
train,275,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_274
train,276,Grp11_tower_mdl/mdl_tower_mdl_143
train,277,Grp11_tower_mdl/mdl_tower_mdl_219
train,278,Grp4_tower_mdl/mdl_tower_mdl_48
train,279,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_242
train,280,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_171
train,281,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_24
train,282,Grp12_ramdon_mdl/mdl_random_mdl_69
train,283,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_238
train,284,Grp11_tower_mdl/mdl_tower_mdl_363
train,285,Grp11_tower_mdl/mdl_tower_mdl_318
train,286,Grp8_tower_mdl/mdl_tower_mdl_50
train,287,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_209
train,288,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_356
train,289,Grp11_tower_mdl/mdl_tower_mdl_412
train,290,Grp8_tower_mdl/mdl_tower_mdl_140
train,291,Grp11_tower_mdl/mdl_tower_mdl_289
train,292,Grp11_tower_mdl/mdl_tower_mdl_109
train,293,Grp9_conv_tower_mdl/mdl_conv_tower_mdl_32
train,294,Grp11_tower_mdl/mdl_tower_mdl_188
train,295,Grp11_tower_mdl/mdl_tower_mdl_418
train,296,Grp4_tower_mdl/mdl_tower_mdl_4
train,297,Grp13_conv_random/mdl_conv_random_mdl_164
train,298,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_148
train,299,Grp11_tower_mdl/mdl_tower_mdl_260
train,300,Grp11_tower_mdl/mdl_tower_mdl_247
train,301,Grp8_tower_mdl/mdl_tower_mdl_237
train,302,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_268
train,303,Grp11_tower_mdl/mdl_tower_mdl_3
train,304,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_46
train,305,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_2
train,306,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_203
train,307,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_301
train,308,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_71
train,309,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_127
train,310,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_5
train,311,Grp11_tower_mdl/mdl_tower_mdl_457
train,312,Grp8_tower_mdl/mdl_tower_mdl_113
train,313,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_120
train,314,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_339
train,315,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_101
train,316,Grp12_ramdon_mdl/mdl_random_mdl_32
train,317,Grp8_tower_mdl/mdl_tower_mdl_24
train,318,Grp11_tower_mdl/mdl_tower_mdl_286
train,319,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_59
train,320,Grp8_tower_mdl/mdl_tower_mdl_105
train,321,Grp8_tower_mdl/mdl_tower_mdl_71
train,322,Grp11_tower_mdl/mdl_tower_mdl_197
train,323,Grp13_conv_random/mdl_conv_random_mdl_171
train,324,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_6
train,325,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_346
train,326,Grp13_conv_random/mdl_conv_random_mdl_27
train,327,Grp11_tower_mdl/mdl_tower_mdl_478
train,328,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_210
train,329,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_55
train,330,Grp8_tower_mdl/mdl_tower_mdl_70
train,331,Grp11_tower_mdl/mdl_tower_mdl_171
train,332,Grp11_tower_mdl/mdl_tower_mdl_434
train,333,Grp3_ramdon_mdl/mdl_random_mdl_27
train,334,Grp3_ramdon_mdl/mdl_random_mdl_44
train,335,Grp8_tower_mdl/mdl_tower_mdl_28
train,336,Grp13_conv_random/mdl_conv_random_mdl_62
train,337,Grp13_conv_random/mdl_conv_random_mdl_17
train,338,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_45
train,339,Grp9_conv_tower_mdl/mdl_conv_tower_mdl_104
train,340,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_11
train,341,Grp11_tower_mdl/mdl_tower_mdl_413
train,342,Grp3_ramdon_mdl/mdl_random_mdl_7
train,343,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_298
train,344,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_188
train,345,Grp11_tower_mdl/mdl_tower_mdl_23
train,346,Grp12_ramdon_mdl/mdl_random_mdl_104
train,347,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_95
train,348,Grp13_conv_random/mdl_conv_random_mdl_42
train,349,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_260
train,350,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_44
train,351,Grp9_conv_tower_mdl/mdl_conv_tower_mdl_28
train,352,Grp8_tower_mdl/mdl_tower_mdl_227
train,353,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_218
train,354,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_208
train,355,Grp11_tower_mdl/mdl_tower_mdl_14
train,356,Grp13_conv_random/mdl_conv_random_mdl_25
train,357,Grp13_conv_random/mdl_conv_random_mdl_178
train,358,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_265
train,359,Grp11_tower_mdl/mdl_tower_mdl_338
train,360,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_240
train,361,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_269
train,362,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_209
train,363,Grp9_conv_tower_mdl/mdl_conv_tower_mdl_138
train,364,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_235
train,365,Grp3_ramdon_mdl/mdl_random_mdl_100
train,366,Grp8_tower_mdl/mdl_tower_mdl_215
train,367,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_33
train,368,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_64
train,369,Grp11_tower_mdl/mdl_tower_mdl_138
train,370,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_265
train,371,Grp11_tower_mdl/mdl_tower_mdl_80
train,372,Grp4_tower_mdl/mdl_tower_mdl_3
train,373,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_58
train,374,Grp3_ramdon_mdl/mdl_random_mdl_54
train,375,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_192
train,376,Grp11_tower_mdl/mdl_tower_mdl_125
train,377,Grp13_conv_random/mdl_conv_random_mdl_157
train,378,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_201
train,379,Grp8_tower_mdl/mdl_tower_mdl_138
train,380,Grp8_tower_mdl/mdl_tower_mdl_254
train,381,Grp11_tower_mdl/mdl_tower_mdl_282
train,382,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_194
train,383,Grp11_tower_mdl/mdl_tower_mdl_278
train,384,Grp11_tower_mdl/mdl_tower_mdl_235
train,385,Grp13_conv_random/mdl_conv_random_mdl_38
train,386,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_226
train,387,Grp8_tower_mdl/mdl_tower_mdl_59
train,388,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_83
train,389,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_183
train,390,Grp4_tower_mdl/mdl_tower_mdl_39
train,391,Grp3_ramdon_mdl/mdl_random_mdl_25
train,392,Grp11_tower_mdl/mdl_tower_mdl_229
train,393,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_26
train,394,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_258
train,395,Grp13_conv_random/mdl_conv_random_mdl_68
train,396,Grp4_tower_mdl/mdl_tower_mdl_11
train,397,Grp12_ramdon_mdl/mdl_random_mdl_38
train,398,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_146
train,399,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_84
train,400,Grp8_tower_mdl/mdl_tower_mdl_148
train,401,Grp12_ramdon_mdl/mdl_random_mdl_19
train,402,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_353
train,403,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_211
train,404,Grp8_tower_mdl/mdl_tower_mdl_18
train,405,Grp8_tower_mdl/mdl_tower_mdl_170
train,406,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_321
train,407,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_103
train,408,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_26
train,409,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_192
train,410,Grp11_tower_mdl/mdl_tower_mdl_196
train,411,Grp8_tower_mdl/mdl_tower_mdl_104
train,412,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_43
train,413,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_241
train,414,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_2
train,415,Grp13_conv_random/mdl_conv_random_mdl_137
train,416,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_48
train,417,Grp9_conv_tower_mdl/mdl_conv_tower_mdl_72
train,418,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_94
train,419,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_7
train,420,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_153
train,421,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_313
train,422,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_87
train,423,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_4
train,424,Grp10_conv_tower_mdl/mdl_conv_tower_mdl_175
train,425,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_53
train,426,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_149
train,427,Grp3_ramdon_mdl/mdl_random_mdl_81
train,428,Grp8_tower_mdl/mdl_tower_mdl_99
train,429,Grp3_ramdon_mdl/mdl_random_mdl_24
train,430,Grp12_ramdon_mdl/mdl_random_mdl_24
train,431,Grp5_tower_mdl/mdl_tower_fix_acti_mdl_125
train,432,Grp2_ramdon_mdl_Brando2/mdl_random_mdl_379
train,433,Grp12_ramdon_mdl/mdl_random_mdl_63
train,434,Grp13_conv_random/mdl_conv_random_mdl_138
